종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"136410","아셈스","KOSDAQ","벤처기업부","6490","40","0.62","6450","6490","6390","10487","67573810","71513997940","11019106"
"246720","아스타","KOSDAQ","중견기업부","7200","670","10.26","6530","7260","6250","119853","841573420","93502980000","12986525"
"067390","아스트","KOSDAQ","투자주의환기종목(소속부없음)","1410","-97","-6.44","1461","1509","1397","298091","424826712","59628726570","42289877"
"159010","아스플로","KOSDAQ","벤처기업부","10000","180","1.83","9910","10440","9810","55946","560887780","133347390000","13334739"
"127710","아시아경제","KOSDAQ","중견기업부","1350","-27","-1.96","1377","1377","1350","40654","55131517","47120510700","34904082"
"267850","아시아나IDT","KOSPI",,"16750","-40","-0.24","16650","17810","16620","803719","13910338830","185925000000","11100000"
"020560","아시아나항공","KOSPI",,"11000","110","1.01","11200","11200","10780","291498","3191183730","818529404000","74411764"
"154030","아시아종묘","KOSDAQ","벤처기업부","2925","15","0.52","2910","2925","2900","16948","49447785","32528454075","11120839"
"227610","아우딘퓨쳐스","KOSDAQ","중견기업부","2370","240","11.27","2110","2470","2100","1026083","2388295710","75014856060","31651838"
"143160","아이디스","KOSDAQ","우량기업부","21400","1050","5.16","20550","21450","20550","38833","820691450","229330746000","10716390"
"054800","아이디스홀딩스","KOSDAQ","중견기업부","11370","70","0.62","11380","11380","11300","497","5636270","117653985720","10347756"
"332370","아이디피","KOSDAQ","벤처기업부","3350","0","0.00","3350","3375","3335","28071","94173995","44466982100","13273726"
"122900","아이마켓코리아","KOSPI",,"8160","90","1.12","8030","8220","8030","36322","296412890","272779334400","33428840"
"339950","아이비김영","KOSDAQ","중견기업부","1777","60","3.49","1697","1792","1692","189132","334740008","79870205935","44946655"
"099190","아이센스","KOSDAQ","우량기업부","21200","400","1.92","20800","21300","20300","140297","2950529400","583387387600","27518273"
"289010","아이스크림에듀","KOSDAQ","중견기업부","3700","50","1.37","3650","3700","3545","42605","156182575","47596936900","12864037"
"214430","아이쓰리시스템","KOSDAQ","우량기업부","33550","900","2.76","32650","33650","32650","42777","1429390300","238431798000","7106760"
"040910","아이씨디","KOSDAQ","우량기업부","8600","120","1.42","8430","8630","8370","33869","289067380","158797641200","18464842"
"368600","아이씨에이치","KOSDAQ","기술성장기업부","5270","60","1.15","5230","5380","5170","88782","468171080","89559776550","16994265"
"052860","아이앤씨","KOSDAQ","벤처기업부","2695","120","4.66","2595","2695","2580","104047","275297430","48140391530","17862854"
"010780","아이에스동서","KOSPI",,"28000","200","0.72","27800","28500","27800","15413","435548600","864992968000","30892606"
"069920","아이에스이커머스","KOSDAQ","중견기업부","3540","555","18.59","3000","3570","2995","286443","962551720","91425321480","25826362"
"038880","아이에이","KOSDAQ","중견기업부","426","0","0.00","422","429","420","483869","205608249","125571657900","294769150"
"307180","아이엘사이언스","KOSDAQ","벤처기업부","3110","-35","-1.11","3160","3185","3055","79216","245586645","80307014010","25822191"
"101390","아이엠","KOSDAQ","중견기업부","6780","90","1.35","6680","6980","6640","76101","519161740","61384472460","9053757"
"456570","아이엠지티","KONEX","일반기업부","6940","0","0.00","7970","7970","6680","2087","14353970","33401977100","4812965"
"451220","아이엠티","KOSDAQ","기술성장기업부","17680","-140","-0.79","17630","18300","17580","183962","3274224070","139223122480","7874611"
"447690","아이오바이오","KONEX","일반기업부","4100","-100","-2.38","4100","4100","4100","1","4100","10512674700","2564067"
"078860","아이오케이","KOSDAQ","중견기업부","178","3","1.71","175","180","175","302716","53920177","17110512016","96126472"
"090150","아이윈","KOSDAQ","중견기업부","1244","15","1.22","1246","1265","1225","61493","76544281","52092864492","41875293"
"123010","아이윈플러스","KOSDAQ","기술성장기업부","1489","0","0.00","1499","1518","1466","214555","319618398","48628569038","32658542"
"031310","아이즈비전","KOSDAQ","벤처기업부","2745","120","4.57","2625","2785","2610","145936","397040495","52916073210","19277258"
"185490","아이진","KOSDAQ","벤처기업부","3040","10","0.33","3040","3060","3025","23607","71778460","65294153600","21478340"
"059100","아이컴포넌트","KOSDAQ","벤처기업부","5930","80","1.37","5790","5970","5790","4071","24049830","41930199800","7070860"
"149010","아이케이세미콘","KONEX","일반기업부","7810","0","0.00","7810","7810","7810","1","7810","24367200000","3120000"
"262840","아이퀘스트","KOSDAQ","벤처기업부","5370","-20","-0.37","5390","5600","5340","17819","95951700","52948200000","9860000"
"175250","아이큐어","KOSDAQ","기술성장기업부","1949","8","0.41","1941","1975","1915","50752","98922951","73201259232","37558368"
"052460","아이크래프트","KOSDAQ","중견기업부","4200","5","0.12","4200","4455","4085","549770","2342325700","61353331200","14607936"
"119830","아이텍","KOSDAQ","중견기업부","7460","90","1.22","7500","7570","7380","109170","816263250","159899855620","21434297"
"052770","아이톡시","KOSDAQ","중견기업부","1453","0","0.00","1453","1534","1442","175413","258261735","56935238330","39184610"
"124500","아이티센","KOSDAQ","중견기업부","3865","145","3.90","3740","4055","3740","520997","2025547490","79277824855","20511727"
"372800","아이티아이즈","KOSDAQ","벤처기업부","6780","50","0.74","6660","6900","6560","9272","62973590","40862992200","6026990"
"084850","아이티엠반도체","KOSDAQ GLOBAL","벤처기업부","22050","550","2.56","21500","22150","21450","17219","376048450","500158694700","22682934"
"114840","아이패밀리에스씨","KOSDAQ","벤처기업부","25350","700","2.84","24800","25500","24300","34546","869407150","218034640200","8600972"
"027360","아주IB투자","KOSDAQ","우량기업부","2170","45","2.12","2125","2180","2120","94073","203548180","262234531020","120845406"
"139990","아주스틸","KOSPI",,"6780","120","1.80","6680","6840","6670","12806","86532780","179345841420","26452189"
"032080","아즈텍WB","KOSDAQ","벤처기업부","1602","8","0.50","1605","1620","1599","60153","96675638","34428628458","21491029"
"013310","아진산업","KOSDAQ","우량기업부","4190","-95","-2.22","4325","4350","4190","619121","2627568585","162599578580","38806582"
"059120","아진엑스텍","KOSDAQ","벤처기업부","10500","90","0.86","10380","10740","10150","418581","4430521210","102360258000","9748596"
"158430","아톤","KOSDAQ","벤처기업부","3820","0","0.00","3830","3880","3740","56163","213877510","83344320700","21817885"
"149300","아퓨어스","KONEX","일반기업부","516","-1","-0.19","517","517","506","24463","12563849","22438906032","43486252"
"067160","아프리카TV","KOSDAQ","우량기업부","66600","1700","2.62","64600","66700","64400","110202","7287493000","765551482200","11494767"
"102950","아하","KONEX","일반기업부","4085","15","0.37","4135","4135","3950","10330","41674570","53602973755","13121903"
"001540","안국약품","KOSDAQ","우량기업부","7710","50","0.65","7690","7770","7680","8635","66681050","100557058200","13042420"
"053800","안랩","KOSDAQ","우량기업부","67700","900","1.35","66900","68200","66700","60816","4104817100","677937983500","10013855"
"251280","안지오랩","KONEX","일반기업부","8100","-100","-1.22","8050","8100","7900","3552","28162580","22956372000","2834120"
"065660","안트로젠","KOSDAQ","기술성장기업부","13500","20","0.15","13610","13610","13200","7137","95986960","131373535500","9731373"
"297570","알로이스","KOSDAQ","벤처기업부","1411","-4","-0.28","1435","1435","1385","31123","43965156","48850538598","34621218"
"001780","알루코","KOSPI",,"2910","40","1.39","2870","2935","2860","249661","726567775","280565706120","96414332"
"260660","알리코제약","KOSDAQ","우량기업부","5830","-50","-0.85","5870","5890","5810","29119","170114730","89356532430","15327021"
"354320","알멕","KOSDAQ","기술성장기업부","45100","1200","2.73","44000","45550","43300","61243","2736157650","288251283100","6391381"
"361570","알비더블유","KOSDAQ","중견기업부","3450","100","2.99","3380","3455","3330","105419","359902605","98791753950","28635291"
"131370","알서포트","KOSDAQ","벤처기업부","3820","55","1.46","3770","3865","3740","166392","636154290","203480257060","53267083"
"140670","알에스오토메이션","KOSDAQ","벤처기업부","12380","400","3.34","11980","12490","11920","89538","1104967540","115172873200","9303140"
"096610","알에프세미","KOSDAQ","중견기업부","5500","480","9.56","5140","6000","5090","2511434","14058598600","87396336500","15890243"
"061040","알에프텍","KOSDAQ","중견기업부","3810","10","0.26","3800","3820","3765","39788","151058715","122260076790","32089259"
"148250","알엔투테크놀로지","KOSDAQ","벤처기업부","4690","20","0.43","4640","4820","4545","11003","51264840","34664662340","7391186"
"347860","알체라","KOSDAQ","기술성장기업부","8520","470","5.84","8060","8960","7970","533420","4630639680","183609169440","21550372"
"196170","알테오젠","KOSDAQ GLOBAL","기술성장기업부","67900","-1300","-1.88","68500","69700","66500","500141","34167012000","3515237727400","51770806"
"123750","알톤스포츠","KOSDAQ","중견기업부","3460","50","1.47","3410","3510","3410","74888","260100630","44102187620","12746297"
"085810","알티캐스트","KOSDAQ","중견기업부","1252","0","0.00","1249","1252","1232","14666","18200737","37166582788","29685769"
"117670","알파홀딩스","KOSDAQ","투자주의환기종목(소속부없음)","945","0","0.00","0","0","0","0","0","35605449180","37677724"
"314140","알피바이오","KOSDAQ","중견기업부","9110","200","2.24","8960","9160","8800","82358","729463070","78950548710","8666361"
"291650","압타머사이언스","KOSDAQ","기술성장기업부","3630","190","5.52","3435","3715","3410","143274","514065970","61638314760","16980252"
"293780","압타바이오","KOSDAQ","기술성장기업부","8270","160","1.97","8080","8290","8010","40303","330885130","184411621820","22298866"
"018250","애경산업","KOSPI",,"19630","10","0.05","19740","19780","19500","51051","1001507880","518427024050","26409935"
"161000","애경케미칼","KOSPI",,"12160","440","3.75","11890","12330","11890","290014","3528303470","591568301440","48648709"
"390110","애니메디솔루션","KONEX","일반기업부","3895","-90","-2.26","3950","3950","3895","257","1003860","35395021815","9087297"
"196300","애니젠","KOSDAQ","기술성장기업부","14790","230","1.58","14260","15000","14210","24221","351985680","87812578260","5937294"
"310200","애니플러스","KOSDAQ","벤처기업부","3665","105","2.95","3560","3745","3560","300527","1104200795","165609094240","45186656"
"179530","애드바이오텍","KOSDAQ","기술성장기업부","3645","165","4.74","3500","3725","3500","198973","723275760","33316918380","9140444"
"900100","애머릿지","KOSDAQ","외국기업(소속부없음)","1684","34","2.06","1650","1765","1650","146888","250104953","65527496460","38911815"
"205500","액션스퀘어","KOSDAQ","중견기업부","1640","64","4.06","1553","1691","1551","162506","264214133","76335535120","46546058"
"052790","액토즈소프트","KOSDAQ","중견기업부","11270","340","3.11","10960","11290","10880","83086","923288360","127696290260","11330638"
"290740","액트로","KOSDAQ","벤처기업부","7490","0","0.00","7490","7540","7370","19535","145518500","75386932390","10065011"
"238090","앤디포스","KOSDAQ","벤처기업부","4110","-70","-1.67","4180","4180","4050","139952","578215985","96754755330","23541303"
"092600","앤씨앤","KOSDAQ","벤처기업부","1500","-2","-0.13","1502","1518","1495","41793","62880760","37625275500","25083517"
"129890","앱코","KOSDAQ","벤처기업부","5110","0","0.00","0","0","0","0","0","51757565020","10128682"
"174900","앱클론","KOSDAQ","기술성장기업부","12250","-60","-0.49","12520","12590","12220","112847","1396162750","188062845250","15352069"
"255440","야스","KOSDAQ","우량기업부","8790","140","1.62","8540","8930","8530","14228","124004350","114779820000","13058000"
"030960","양지사","KOSDAQ","중견기업부","14450","-10","-0.07","14480","14490","14250","49981","716988730","230911000000","15980000"
"102120","어보브반도체","KOSDAQ","우량기업부","8200","20","0.24","8200","8250","8120","53004","434583030","145802174600","17780753"
"263540","어스앤에어로스페이스","KOSDAQ","관리종목(소속부없음)","5950","0","0.00","0","0","0","0","0","62439841450","10494091"
"238120","얼라인드","KOSDAQ","기술성장기업부","4030","-55","-1.35","4140","4160","3975","58985","238150550","28973475440","7189448"
"224810","엄지하우스","KONEX","일반기업부","3230","-165","-4.86","3110","3230","3100","960","2980800","13566000000","4200000"
"019990","에너토크","KOSDAQ","중견기업부","5950","60","1.02","5860","5990","5820","6823","40457980","58048723600","9756088"
"011090","에넥스","KOSPI",,"546","-1","-0.18","547","549","545","29374","16053584","32755435986","59991641"
"270660","에브리봇","KOSDAQ","벤처기업부","12170","150","1.25","11930","12270","11930","68202","828201250","148368632140","12191342"
"038680","에스넷","KOSDAQ","중견기업부","4645","135","2.99","4550","4675","4520","174764","809512410","85620699730","18432874"
"137310","에스디바이오센서","KOSPI",,"10900","40","0.37","10900","11120","10830","189855","2087856750","1356803147700","124477353"
"217480","에스디생명공학","KOSDAQ","관리종목(소속부없음)","349","0","0.00","0","0","0","0","0","14870423038","42608662"
"121890","에스디시스템","KOSDAQ","중견기업부","2400","-280","-10.45","2500","2705","2225","3316442","8010810295","30446688000","12686120"
"118000","에스메디","KOSPI",,"404","1","0.25","399","410","399","76302","30864933","57682054652","142777363"
"304360","에스바이오메딕스","KOSDAQ","기술성장기업부","7510","250","3.44","7260","7680","7090","94938","707099920","85141440760","11337076"
"389500","에스비비테크","KOSDAQ","기술성장기업부","38100","800","2.14","37600","38600","37050","117218","4452223700","235263842400","6174904"
"042110","에스씨디","KOSDAQ","우량기업부","1626","10","0.62","1618","1626","1611","134501","217425577","78583871064","48329564"
"298060","에스씨엠생명과학","KOSDAQ","기술성장기업부","2990","40","1.36","2900","3015","2760","473503","1367972100","61197071520","20467248"
"065420","에스아이리소스","KOSDAQ","중견기업부","322","4","1.26","318","325","314","601012","191071130","23047890278","71577299"
"270210","에스알바이오텍","KONEX","일반기업부","3965","325","8.93","3620","3965","3620","101","365965","4927325325","1242705"
"103230","에스앤더블류","KOSDAQ","중견기업부","4025","130","3.34","3895","4035","3895","41152","163287585","28980000000","7200000"
"260970","에스앤디","KOSDAQ","벤처기업부","16450","1120","7.31","15560","16530","15470","40733","659965560","66777459000","4059420"
"101490","에스앤에스텍","KOSDAQ","우량기업부","47500","-50","-0.11","48200","49600","47150","332075","15976382950","1018943732500","21451447"
"095910","에스에너지","KOSDAQ","중견기업부","1891","2","0.11","1889","1915","1871","24359","46092563","36883015173","19504503"
"275630","에스에스알","KOSDAQ","벤처기업부","5300","40","0.76","5250","5350","5110","24892","131086950","31895341700","6017989"
"031330","에스에이엠티","KOSDAQ","우량기업부","2805","35","1.26","2775","2810","2770","145693","407316165","280486162935","99995067"
"060540","에스에이티","KOSDAQ","중견기업부","2840","20","0.71","2870","2885","2775","650236","1829943370","74218589040","26133306"
"351320","에스에이티이엔지","KOSDAQ","벤처기업부","2680","-10","-0.37","2690","2705","2670","7710","20714200","59002574480","22015886"
"056190","에스에프에이","KOSDAQ GLOBAL","우량기업부","29800","400","1.36","29400","29800","29400","66086","1957039000","1070081048000","35908760"
"080000","에스엔유","KOSDAQ","우량기업부","2605","45","1.76","2560","2620","2530","93692","243366525","89411076350","34322870"
"005850","에스엘","KOSPI",,"32600","-700","-2.10","33100","33150","32400","103549","3384254300","1514221752000","46448520"
"214310","에스엘에너지","KOSDAQ","투자주의환기종목(소속부없음)","306","0","0.00","0","0","0","0","0","22516276518","73582603"
"246250","에스엘에스바이오","KOSDAQ","기술성장기업부","4440","-25","-0.56","4500","4500","4355","56338","249105115","34073017320","7674103"
"258540","에스엘테라퓨틱스","KONEX","일반기업부","820","21","2.63","823","823","820","150","123150","8510057580","10378119"
"041510","에스엠","KOSDAQ","우량기업부","90300","-300","-0.33","90000","91200","89200","292182","26429688700","2151930360300","23830901"
"010580","에스엠벡셀","KOSPI",,"1917","17","0.89","1900","1918","1860","124561","235735448","213269623920","111251760"
"299670","에스엠비나","KONEX","일반기업부","1800","0","0.00","0","0","0","0","0","9810000000","5450000"
"007820","에스엠코어","KOSDAQ","중견기업부","5400","30","0.56","5370","5420","5320","20682","111195790","108183308400","20033946"
"109610","에스와이","KOSDAQ","벤처기업부","4920","-90","-1.80","5030","5090","4920","1112610","5562474670","240624408000","48907400"
"365330","에스와이스틸텍","KOSDAQ","중견기업부","5060","190","3.90","4810","5710","4725","23321456","123385283795","154886600000","30610000"
"012750","에스원","KOSPI",,"59200","-600","-1.00","59800","60100","59200","28861","1721235900","2249551337600","37999178"
"031860","에스유홀딩스","KOSDAQ","중견기업부","605","-9","-1.47","615","616","571","740623","444256770","71870711825","118794565"
"306040","에스제이그룹","KOSDAQ","우량기업부","9250","120","1.31","9110","9260","9100","7540","69205120","91258909000","9865828"
"217910","에스제이켐","KONEX","일반기업부","427","-1","-0.23","468","468","427","101","43168","5546952894","12990522"
"224020","에스케이씨에스","KONEX","일반기업부","887","90","11.29","900","900","678","6","4708","4941456599","5570977"
"457940","에스케이증권제10호스팩","KOSDAQ","SPAC(소속부없음)","2060","0","0.00","2055","2060","2050","2987","6134725","6818600000","3310000"
"435870","에스케이증권제8호스팩","KOSDAQ","SPAC(소속부없음)","2240","0","0.00","0","0","0","0","0","8332800000","3720000"
"455910","에스케이증권제9호스팩","KOSDAQ","SPAC(소속부없음)","2020","-15","-0.74","2035","2035","1951","32050","64131383","10140400000","5020000"
"096630","에스코넥","KOSDAQ","중견기업부","2125","186","9.59","1944","2135","1944","7656415","15944535207","158583363125","74627465"
"069510","에스텍","KOSDAQ","벤처기업부","9020","10","0.11","9010","9110","8920","16673","150521720","98408200000","10910000"
"041910","에스텍파마","KOSDAQ","우량기업부","6510","70","1.09","6400","6570","6400","32356","210668250","77457692130","11898263"
"234300","에스트래픽","KOSDAQ","벤처기업부","3885","35","0.91","3850","3915","3820","46407","179593875","106962760170","27532242"
"039440","에스티아이","KOSDAQ","우량기업부","33300","-650","-1.91","33650","34150","32250","674558","22213359100","527139000000","15830000"
"098660","에스티오","KOSDAQ","중견기업부","2350","45","1.95","2305","2350","2305","62594","145355890","29377293600","12500976"
"052020","에스티큐브","KOSDAQ","벤처기업부","9050","200","2.26","8860","9050","8680","102806","918874820","418820434050","46278501"
"237690","에스티팜","KOSDAQ GLOBAL","우량기업부","69400","100","0.14","69800","70400","69300","40490","2819338100","1305328985000","18808775"
"050760","에스폴리텍","KOSDAQ","중견기업부","2365","-110","-4.44","2450","2450","2245","1651153","3845319860","38631513470","16334678"
"288620","에스퓨얼셀","KOSDAQ","벤처기업부","15590","410","2.70","15320","15670","15130","25432","394483950","108807536440","6979316"
"317830","에스피시스템스","KOSDAQ","벤처기업부","9850","340","3.58","9520","10210","9490","198318","1973308250","106122107300","10773818"
"058610","에스피지","KOSDAQ","우량기업부","31150","1150","3.83","29600","31400","29600","419006","12924627900","690824764000","22177360"
"043340","에쎈테크","KOSDAQ","중견기업부","699","4","0.58","688","700","684","27732","19313235","50328000000","72000000"
"023960","에쓰씨엔지니어링","KOSPI",,"1800","-3","-0.17","1803","1855","1796","87134","158803412","58186819800","32326011"
"298690","에어부산","KOSPI",,"3015","-70","-2.27","3120","3120","2965","433045","1307525490","351669600000","116640000"
"187660","에이디엠코리아","KOSDAQ","중견기업부","2150","-20","-0.92","2125","2290","2085","1370884","3008810155","46947937500","21836250"
"054630","에이디칩스","KOSDAQ","투자주의환기종목(소속부없음)","271","2","0.74","271","277","269","195466","52905487","21601263931","79709461"
"200710","에이디테크놀로지","KOSDAQ","우량기업부","24750","350","1.43","24600","25050","24250","132794","3278815750","332319957750","13427069"
"096690","에이루트","KOSDAQ","중견기업부","457","5","1.11","451","463","451","339345","154646222","73569664236","160983948"
"140910","에이리츠","KOSPI",,"3765","-15","-0.40","3780","3780","3660","707","2627525","16803315480","4463032"
"078520","에이블씨엔씨","KOSPI",,"7910","20","0.25","7890","8000","7820","47969","380035350","205772013510","26014161"
"298380","에이비엘바이오","KOSDAQ","기술성장기업부","19080","310","1.65","18920","19270","18730","189360","3613139300","913789644120","47892539"
"203400","에이비온","KOSDAQ","기술성장기업부","5520","-320","-5.48","5840","5840","5500","122705","687777610","107133159120","19408181"
"195990","에이비프로바이오","KOSDAQ","중견기업부","638","23","3.74","613","642","602","1911869","1206075668","181440641998","284389721"
"003800","에이스침대","KOSDAQ","우량기업부","26600","350","1.33","26550","26850","26100","3682","97407650","294994000000","11090000"
"088800","에이스테크","KOSDAQ","중견기업부","1928","9","0.47","1921","1944","1850","1202321","2294845908","134817468744","69926073"
"241840","에이스토리","KOSDAQ","중견기업부","13300","210","1.60","13100","13380","13040","18277","242151830","126881920200","9539994"
"311960","에이아이더뉴트리진","KONEX","일반기업부","10100","-330","-3.16","10120","10120","9860","95","959340","30932906400","3062664"
"312610","에이에프더블류","KOSDAQ","중견기업부","2980","15","0.51","2950","2990","2805","21251","61913840","60365526240","20256888"
"015260","에이엔피","KOSPI",,"1800","160","9.76","1638","1851","1590","1092951","1925803672","80489961000","44716645"
"172670","에이엘티","KOSDAQ","벤처기업부","18980","-150","-0.78","19500","19720","18770","102055","1959267900","170065715820","8960259"
"234070","에이원알폼","KONEX","일반기업부","1559","200","14.72","1559","1559","1559","1","1559","10817093438","6938482"
"445090","에이직랜드","KOSDAQ","벤처기업부","40550","2550","6.71","36950","45850","36650","3137084","133797663200","429234726000","10585320"
"072990","에이치시티","KOSDAQ","우량기업부","8360","150","1.83","8200","8480","8190","12850","107444370","59945889960","7170561"
"227100","에이치앤비디자인","KOSDAQ","중견기업부","1895","3","0.16","1892","1947","1866","105214","200198806","24041034990","12686562"
"044990","에이치엔에스하이텍","KONEX","일반기업부","17080","-70","-0.41","17400","17400","16710","1346","22579840","128288973120","7511064"
"239610","에이치엘사이언스","KOSDAQ","우량기업부","15350","-150","-0.97","15350","17270","15190","141018","2288530150","82768965250","5392115"
"462020","에이치엠씨제6호스팩","KOSDAQ","SPAC(소속부없음)","1940","0","0.00","1940","1941","1934","38131","73848238","8429300000","4345000"
"148930","에이치와이티씨","KOSDAQ","중견기업부","6410","60","0.94","6240","6510","6240","19556","125137830","65223115330","10175213"
"044780","에이치케이","KOSDAQ","벤처기업부","1775","37","2.13","1732","1775","1732","80879","141248260","32847771925","18505787"
"357230","에이치피오","KOSDAQ","중견기업부","7730","640","9.03","7430","8670","7420","2866780","23471263340","161262633870","20861919"
"071670","에이테크솔루션","KOSDAQ","우량기업부","10690","70","0.66","10540","10780","10540","23242","248125920","106900000000","10000000"
"045660","에이텍","KOSDAQ","우량기업부","12230","60","0.49","12200","12580","12100","87796","1081795530","101019800000","8260000"
"224110","에이텍모빌리티","KOSDAQ","벤처기업부","14210","10","0.07","14200","14350","14060","52797","747381140","75881400000","5340000"
"021080","에이티넘인베스트","KOSDAQ","우량기업부","2840","50","1.79","2805","2855","2770","179940","507488345","136320000000","48000000"
"089530","에이티세미콘","KOSDAQ","관리종목(소속부없음)","600","0","0.00","0","0","0","0","0","43367041800","72278403"
"200470","에이팩트","KOSDAQ","우량기업부","2870","5","0.17","2865","2920","2860","24439","70632610","121579206910","42362093"
"207490","에이펙스인텍","KONEX","일반기업부","6720","0","0.00","0","0","0","0","0","24192000000","3600000"
"262260","에이프로","KOSDAQ","벤처기업부","13390","300","2.29","13270","13510","13130","59376","793974580","193640208060","14461554"
"007460","에이프로젠","KOSPI",,"961","59","6.54","910","961","902","3057353","2886195205","254508604938","264837258"
"109960","에이프로젠 H&G","KOSDAQ","중견기업부","883","30","3.52","853","892","842","246679","214715518","58460842810","66207070"
"003060","에이프로젠바이오로직스","KOSPI",,"315","11","3.62","304","319","302","2121886","665113696","209712727035","665754689"
"397030","에이프릴바이오","KOSDAQ","기술성장기업부","11350","-130","-1.13","11110","11570","10750","240534","2693365530","243144126500","21422390"
"244920","에이플러스에셋","KOSPI",,"4130","5","0.12","4130","4145","4070","17269","71195995","93369772090","22607693"
"089970","에이피티씨","KOSDAQ","우량기업부","15260","-110","-0.72","15310","15660","15120","74618","1145139080","365943879700","23980595"
"230240","에치에프알","KOSDAQ","우량기업부","20450","800","4.07","19650","20650","19480","130036","2627747810","275850581700","13489026"
"230360","에코마케팅","KOSDAQ GLOBAL","우량기업부","9710","110","1.15","9600","9730","9470","98486","947193220","314293561590","32368029"
"038870","에코바이오","KOSDAQ","중견기업부","5730","120","2.14","5700","5860","5640","268317","1547699920","78056707260","13622462"
"097780","에코볼트","KOSDAQ","중견기업부","1087","1","0.09","1084","1094","1065","54202","58408915","68187877406","62730338"
"101360","에코앤드림","KOSDAQ","우량기업부","21300","800","3.90","20400","21950","20300","107986","2300836200","243145527900","11415283"
"128540","에코캡","KOSDAQ","벤처기업부","2795","0","0.00","2725","2805","2725","77703","214663570","74599835700","26690460"
"086520","에코프로","KOSDAQ","우량기업부","728000","49000","7.22","670000","738000","666000","621416","441443596000","19384942304000","26627668"
"450080","에코프로머티","KOSPI",,"74300","17100","29.90","66000","74300","61500","9253474","636589493500","5069262979400","68226958"
"247540","에코프로비엠","KOSDAQ GLOBAL","우량기업부","251000","13000","5.46","236000","254000","235000","1058017","261437639000","24548137344000","97801344"
"383310","에코프로에이치엔","KOSDAQ","중견기업부","67100","6100","10.00","60600","71400","60200","1034155","70036143500","1026960937200","15304932"
"038110","에코플라스틱","KOSDAQ","우량기업부","5460","-50","-0.91","5500","5650","5360","1803741","9914483320","186564760200","34169370"
"073540","에프알텍","KOSDAQ","벤처기업부","2440","-15","-0.61","2455","2455","2415","27546","67223595","27816000000","11400000"
"064850","에프앤가이드","KOSDAQ","벤처기업부","6440","-40","-0.62","6550","6550","6320","2856","18402990","77795200000","12080000"
"036810","에프에스티","KOSDAQ","우량기업부","23100","0","0.00","22900","24200","22700","208471","4873934250","502581825900","21756789"
"173940","에프엔씨엔터","KOSDAQ","중견기업부","5370","-60","-1.10","5230","5790","5230","15760","84870150","82594675830","15380759"
"083500","에프엔에스테크","KOSDAQ","벤처기업부","9240","10","0.11","9400","9400","8950","70058","641518440","78454271280","8490722"
"446440","에피바이오텍","KONEX","일반기업부","11500","-500","-4.17","10500","12000","10200","141","1458530","26421296000","2297504"
"054940","엑사이엔씨","KOSDAQ","중견기업부","892","-1","-0.11","907","907","876","152656","136008673","29590804816","33173548"
"043090","엑서지21","KOSDAQ","투자주의환기종목(소속부없음)","585","-15","-2.50","590","600","560","133415","76814875","34588601190","59125814"
"950130","엑세스바이오","KOSDAQ","외국기업(소속부없음)","9140","200","2.24","8950","9260","8950","170558","1560867080","331923916780","36315527"
"205100","엑셈","KOSDAQ","벤처기업부","2135","35","1.67","2110","2170","2095","556594","1193757130","153641925185","71963431"
"356680","엑스게이트","KOSDAQ","벤처기업부","5030","-90","-1.76","5060","5150","5020","716948","3639029190","143322264760","28493492"
"070300","엑스큐어","KOSDAQ","벤처기업부","2775","5","0.18","2770","2785","2735","20072","55385930","20440855350","7366074"
"317770","엑스페릭스","KOSDAQ","벤처기업부","3540","280","8.59","3270","3595","3230","1031492","3567415715","80646885240","22781606"
"092870","엑시콘","KOSDAQ","우량기업부","12680","180","1.44","12500","12950","12430","71326","906203370","137562745960","10848797"
"317870","엔바이오니아","KOSDAQ","기술성장기업부","15360","270","1.79","15080","15400","14820","18365","279614160","128168340480","8344293"
"067570","엔브이에이치코리아","KOSDAQ","중견기업부","2695","75","2.86","2620","2710","2605","66958","178213625","113648150000","42170000"
"236810","엔비티","KOSDAQ","기술성장기업부","5900","390","7.08","5510","6130","5480","2251820","13384099700","100155013400","16975426"
"140610","엔솔바이오사이언스","KONEX","일반기업부","9030","50","0.56","9000","9190","8830","871","7775330","97775160420","10827814"
"333620","엔시스","KOSDAQ","벤처기업부","10230","230","2.30","10000","10250","10000","8255","83782510","107991399120","10556344"
"101400","엔시트론","KOSDAQ","중견기업부","648","-1","-0.15","675","676","640","273447","178459738","38352673152","59186224"
"036570","엔씨소프트","KOSPI",,"253500","9500","3.89","247000","256000","244500","98787","24876951000","5565344577000","21954022"
"238170","엔에스엠","KONEX","일반기업부","490","1","0.20","502","502","426","846","362803","10179595160","20774684"
"224760","엔에스컴퍼니","KONEX","일반기업부","4950","190","3.99","4950","4950","4950","1","4950","19501515000","3939700"
"380440","엔에이치스팩19호","KOSPI",,"10180","-10","-0.10","10190","10210","10180","37599","383149700","104426440000","10258000"
"391060","엔에이치스팩20호","KOSDAQ","SPAC(소속부없음)","10000","0","0.00","0","0","0","0","0","51000000000","5100000"
"422040","엔에이치스팩23호","KOSDAQ","SPAC(소속부없음)","2070","15","0.73","2095","2095","2055","7352","15108845","14821200000","7160000"
